name,id,lat,lon,PostalCode,City,formattedAddress,type,ZipCodeTrue,Arr,nblike,google_id,google_name,google_rating,google_nbrating,google_address,google_type,google_lat,google_lon,distance
Adagio Access,4f74a05ee4b0f3ab58c08ef4,48.81760562418753,2.2876472787476643,92170,Vanves,"['5 rue Artistide Briand', '92170 Vanves', 'France']",Hotel,92170,0,3,ChIJbZ3CmmJw5kcRvVD-hcm7gI4,Aparthotel Adagio Access Vanves Porte de Châtillon,4.1,187,"5 Rue Aristide Briand, 92170 Vanves, France","['lodging', 'point_of_interest', 'establishment']",48.8176613,2.2872727,0.028196694197639965
Ibis,4d964f90647d8cfab7acb63d,48.82217128686799,2.2941470066579166,92170,Vanves,"['43 rue Jean Bleuzen (Vanves)', '92170 Vanves', 'France']",Hotel,92170,0,0,ChIJvfMGp11w5kcRgxqACxtRnyQ,Hotel ibis budget Paris Porte de Vanves,3.7,509,"110 Rue Jean Bleuzen, 92170 Vanves, France","['lodging', 'point_of_interest', 'establishment']",48.824234,2.298812,0.41226259920797237
Séjours & Affaires,4de3ff9f18385df2b0499082,48.81862064022519,2.303608779365689,92240,Malakoff,"['120 boulevard Gabriel Péri', '92240 Malakoff', 'France']",Hostel,92240,0,10,ChIJA-gB1YrVwkcRxMIG3JegkbE,Sejours & Affaires Lille Europe,3.7,240,"271 Avenue Willy Brandt, 59777 Lille, France","['lodging', 'point_of_interest', 'establishment']",50.6365194,3.0749437,209.69911149991674
Adagio Access Vanves Porte de Versailles,52ea9f78498e95f2364c2219,48.82103466514746,2.2926338645498703,92170,Vanves,"['28-32, rue Jean Bleuzen', '92170 Vanves', 'France']",Bed & Breakfast,92170,0,3,ChIJK6YkMGFw5kcRxV-f7NtTBxs,Aparthotel Adagio Access Vanves Porte de Versailles,4,317,"26 32 Rue Jean Bleuzen, 92170 Vanves, France","['lodging', 'point_of_interest', 'establishment']",48.8212385,2.2927697,0.024765362652315364
Atelier De Paris,50ba508fe4b0cfba2c692305,48.820710999999996,2.293366,,Vanves,"['30 rue Jean Bleuzen', 'Vanves', 'France']",Bed & Breakfast,92170,0,0,ChIJH0hVMAFy5kcRpsqSua9aV2w,Ateliers de Paris,4.4,17,"30 Rue du Faubourg Saint-Antoine, 75012 Paris, France","['point_of_interest', 'establishment']",48.8524087,2.3716119,6.739457163398269
Click House,4d01512485c6a1438f1a5237,48.817212182387564,2.303379833220328,,Malakoff,"['Malakoff', 'France']",Hostel,92240,0,0,ChIJDexMNcRv5kcRxmHlUPZZOX8,CLICK AND DISCOUNT,,,"25 Rue de Ponthieu, 75008 Paris, France","['point_of_interest', 'establishment']",48.8707483,2.3090472,5.968090771826804
Residence De La Tour,529de27511d2649ea16aeff8,48.82242038358724,2.3049515228653377,,,['France'],Boarding House,92240,0,0,ChIJ55fN51tw5kcRLJ_hgsSMR3w,Hôtel Résidence de la Tour,3.6,98,"43 Avenue Pierre Larousse, 92240 Malakoff, France","['lodging', 'point_of_interest', 'establishment']",48.8224745,2.3036329,0.09701533308958306
Phénicio Hotel studios,506df352e4b06679d0e847b9,48.821527705155255,2.292703291263693,,,['France'],Hotel,92170,0,0,ChIJPVqRMGFw5kcRLeV5qwoa7q4,Hôtel Studios Phenicio,2.5,63,"38 Avenue Augustin Dumont, 92240 Malakoff, France","['lodging', 'point_of_interest', 'establishment']",48.81805609999999,2.301796,0.7713006000719619
Citéa Vanves Porte de Versailles,4b9e1ef6f964a520e1cb36e3,48.82114501880662,2.2937666896237183,92170,Vanves,"['26 - 32, rue Jean Bleuzen', '92170 Vanves', 'France']",Hotel,92170,0,0,ChIJK6YkMGFw5kcRxV-f7NtTBxs,Aparthotel Adagio Access Vanves Porte de Versailles,4,317,"26 32 Rue Jean Bleuzen, 92170 Vanves, France","['lodging', 'point_of_interest', 'establishment']",48.8212385,2.2927697,0.07394668195861777
Hotel Du Parc,4d9ed106a77d816e5e90f308,48.822191,2.302219,,Paris,"['Rue Laforest 14', 'Paris', 'France']",Hotel,92240,0,2,ChIJb8tkm8tx5kcROKNUDMDutEA,Hotel du Parc,3.8,228,"6 Rue Jolivet, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.840807,2.32398,2.615016895735171
Adagio Access Vanves Porte de Châtillon,51f4bb7b498ecfa0a80c724e,48.82121501264897,2.2927088731949548,92170,Vanves,"['26-32 rue Jean Bleuzen', '92170 Vanves', 'France']",Hotel,92170,0,4,ChIJbZ3CmmJw5kcRvVD-hcm7gI4,Aparthotel Adagio Access Vanves Porte de Châtillon,4.1,187,"5 Rue Aristide Briand, 92170 Vanves, France","['lodging', 'point_of_interest', 'establishment']",48.8176613,2.2872727,0.5617366432115827
Hotel Patio Briancon,4de6450a2271f377c2a5dc3a,48.82282726359214,2.299907222687477,92240,Malakoff,"['32 Rue Ledru Rollin', '92240 Malakoff', 'France']",Hotel,92240,0,5,,,,,,,,,['']
Hôtel de la Place,4e45ac5fc65bd6ffbe87891a,48.82186587617787,2.3018583655357356,92240,Malakoff,"['41 rue Gabriel Crie', '92240 Malakoff', 'France']",Hotel,92240,0,0,ChIJ60bQqV5w5kcR4Xf0pHfpLF0,hôtel de la place,3.7,40,"41 Rue Gabriel Crie, 92240 Malakoff, France","['lodging', 'point_of_interest', 'establishment']",48.82181869999999,2.3018503,0.005279613444224073
Hôtel Mercure Paris Porte de Versailles Expo,500ddd9ce4b052b6a05ecd4b,48.82692349435665,2.2909703168607427,92170,Vanves,"['36-38 rue du Moulin', '92170 Vanves', 'France']",Hotel,92170,0,102,ChIJm1i_qmhw5kcR2905u8MIyTc,Hotel Mercure Paris Porte de Versailles Expo,4,1460,"36-38 Rue du Moulin, 92170 Vanves, France","['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.8267916,2.2911806,0.021296262029762935
Hotel B&B,4bfd586655539c74c9a5bcf3,48.82457530173528,2.3011009679646253,92240,Malakoff,"['2 boulevard Charles de Gaulle', '92240 Malakoff', 'France']",Hotel,92240,0,18,ChIJV4yCJ-965kcRa6kt4VRrBMA,Hôtel B Paris Boulogne,3.4,148,"210 Bis Boulevard Jean Jaurès, 92100 Boulogne-Billancourt, France","['lodging', 'point_of_interest', 'establishment']",48.8319897,2.2442258,4.256567839717444
Mercure Paris Vaugirard Porte de Versailles Hotel,4bc38baeabf49521aae9c393,48.83309267165568,2.288031578063965,75015,Paris,"['69 boulevard Victor', '75015 Paris', 'France']",Hotel,75015,15,29,ChIJc2p0WHBw5kcRFIJOsnY0-U0,Mercure Paris Vaugirard Porte de Versailles Hotel,4.2,429,"69 Boulevard Victor, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8330736,2.2881026,0.005628987536577837
Arty Paris,50452436e4b0b475f5de1484,48.8319020795408,2.3044124009868523,75015,Paris,"['62 rue des Morillons', '75015 Paris', 'France']",Hostel,75015,15,47,ChIJ7yUOoEZw5kcRjyluN5-HuUs,Arty Paris Porte de Versailles,3.8,585,"62 Rue des Morillons, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8318605,2.3045015,0.008010688951264498
Hotel Novotel Suites Paris Expo Porte de Versailles,5747d96938fad4925e23a482,48.8276470993447,2.3046764288829595,75014,Paris,"['4  boulevard Brune', '75014 Paris', 'France']",Hotel,75014,14,13,ChIJG5F4M0Vw5kcRKjkGyJPXIG4,Hôtel Novotel Suites Paris Expo Porte de Versailles,4.4,545,"4 Boulevard Brune, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8276127,2.3046676,0.003879964331639608
Hôtel Home Moderne,4d8a7adb6ce6a35dc2c06142,48.83281551454974,2.3035719283953924,75015,Paris,"['61 Rue Brancion', '75015 Paris', 'France']",Hotel,75015,15,20,ChIJEVwysUZw5kcR5-70FPEwh50,Hôtel Home Moderne Paris,4.3,301,"61 Rue Brancion, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.83280850000001,2.3037272,0.011426138977474487
Ibis Brancion Parc des Expositions,4d77f21378d5a09369648772,48.830243746462656,2.3019920465579657,75015,Paris,"['105 rue Brancion', '75015 Paris', 'France']",Hotel,75015,15,6,ChIJjRzJlkNw5kcRk6A6DgO5j9U,Hotel ibis Paris Porte de Brancion Parc des Expositions,4,265,"105 Rue Brancion, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8302644,2.3020387,0.004124076990306563
ibis Budget Paris Porte de Vanves,4e2085766365a09600e4402a,48.824525461490744,2.2990570660697767,92170,Vanves,"['110 rue Jean Bleuzen', '92170 Vanves', 'France']",Hotel,92170,0,4,ChIJvfMGp11w5kcRgxqACxtRnyQ,Hotel ibis budget Paris Porte de Vanves,3.7,509,"110 Rue Jean Bleuzen, 92170 Vanves, France","['lodging', 'point_of_interest', 'establishment']",48.824234,2.298812,0.03707259383081686
Hôtel Clarisse,4adcda02f964a520733121e3,48.8289152203347,2.300480374024016,75015,Paris,"['159 Boul. Lefebvre', '75015 Paris', 'France']",Hotel,75015,15,0,ChIJi2_5BENw5kcRE7Q67kcP-rE,Hôtel Clarisse,4,204,"159 Boulevard Lefebvre, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8290043,2.3004728,0.009921827379903155
B&B HOTEL,5b50d00590d1ed002c55b5b1,48.82461895168215,2.3009437322616577,92240,Malakoff,"['2 bd Charles de Gaulle', '92240 Malakoff', 'France']",Hotel,92240,0,0,,,,,,,,,['']
Hôtel Terminus Vaugirard,4adcda01f964a520173121e3,48.83318745155758,2.289104088742502,75015,Paris,"['403 rue de Vaugirard', '75015 Paris', 'France']",Hotel,75015,15,9,ChIJK89My21w5kcR1Q91NYFX9qg,Hôtel Paris Vaugirard,4,504,"403 Rue de Vaugirard, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8331297,2.2892285,0.011165669515357083
Hotel Kyriad,4c2f26e0ac0ab713dcb41b1e,48.83181437768192,2.3044681549072266,75015,Paris,"['62 r des Morillons 75015 PARIS', '75015 Paris', 'France']",Hotel,75015,15,0,ChIJ7yUOoEZw5kcRjyluN5-HuUs,Arty Paris Porte de Versailles,3.8,585,"62 Rue des Morillons, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8318605,2.3045015,0.0056833953473713235
Les Suites Des Vanves,59521b5418d43b18411e26c4,48.824062,2.2878060000000002,92170,Paris,"['10 Rue Julien, Vanves', '92170 Paris', 'France']",Bed & Breakfast,92170,0,0,ChIJswU25WRw5kcRzrLC6XDb8Vs,Les Suites De Vanves,4.7,23,"10 Rue Jullien, 92170 Vanves, France","['lodging', 'point_of_interest', 'establishment']",48.8240989,2.287779,0.004557353839349021
Hotel King Expo Paris,4be1ac608dd062b556783e3c,48.831903499999996,2.3044484,,Paris,"['1 Rue de Chambery', 'Paris', 'France']",Hotel,75015,15,0,ChIJjRzJlkNw5kcRk6A6DgO5j9U,Hotel ibis Paris Porte de Brancion Parc des Expositions,4,265,"105 Rue Brancion, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8302644,2.3020387,0.2540182634314587
Les Suites Des Vanves,59521c16234724384f081db1,48.823966999999996,2.2879236,92170,Vanves,"['10 Rue Julien', '92170 Vanves', 'France']",Bed & Breakfast,92170,0,0,ChIJswU25WRw5kcRzrLC6XDb8Vs,Les Suites De Vanves,4.7,23,"10 Rue Jullien, 92170 Vanves, France","['lodging', 'point_of_interest', 'establishment']",48.8240989,2.287779,0.018107805761747784
Hôtel Océania Paris,57bf628a498e099ac9dc127c,48.832303,2.287489,75015,Paris,"['52 Place de la Porte de Versailles', '75015 Paris', 'France']",Hotel,75015,15,0,ChIJk0QEunFw5kcRZWlV5S9F5rY,Hôtel Oceania Paris Porte de Versailles,4.1,1343,"52 Rue d'Oradour-sur-Glane, 75015 Paris, France","['night_club', 'bar', 'lodging', 'point_of_interest', 'establishment']",48.8303023,2.2842872,0.3236677761532386
Hotel Karima,5053f450e4b012cb81c543cb,48.832407,2.302861,,,['France'],Hostel,75015,15,0,ChIJkYRJVkJH4UcRo5g2gSnoP5U,Ramtani Lambert Karima,,,"32 Rue de la Harpe, 27000 Évreux, France","['bar', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",49.0227958,1.1505563,87.05143690028204
Mama Shelter Paris,5d3727455c9d4c00083efc5e,48.829334,2.292303,75015,Paris,"['20 avenue De La Porte De La Plaine', '75015 Paris', 'France']",Restaurant,75015,15,0,ChIJkcvdcIZt5kcRZ4FcBh5cHbg,Mama Shelter Paris,4.2,3012,"109 Rue de Bagnolet, 75020 Paris, France","['restaurant', 'bar', 'lodging', 'food', 'point_of_interest', 'establishment']",48.85971050000001,2.4028599,8.789838841313225
Hôtel Océania Paris Porte de Versailles,57bf5f1d498eb2e9a5e3322a,48.832303,2.287489,75015,Paris,"['52 Place de la Porte de Versailles', '75015 Paris', 'France']",Hotel Pool,75015,15,0,ChIJk0QEunFw5kcRZWlV5S9F5rY,Hôtel Oceania Paris Porte de Versailles,4.1,1343,"52 Rue d'Oradour-sur-Glane, 75015 Paris, France","['night_club', 'bar', 'lodging', 'point_of_interest', 'establishment']",48.8303023,2.2842872,0.3236677761532386
Novotel Paris Vaugirard Montparnasse,4b6a1fb3f964a520f0c82be3,48.839982442353495,2.3030146922712422,75015,Paris,"['257 rue de Vaugirard', '75015 Paris', 'France']",Hotel,75015,15,59,ChIJ27fv3D5w5kcR5ID1JGL_iK0,Hotel Novotel Paris Vaugirard Montparnasse,3.9,1089,"257 Rue de Vaugirard, 75015 Paris, France","['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.8399755,2.3030742,0.004435919218471473
Hotel Val Girard,4c5bc6877f661b8dc3d2461c,48.840814183512286,2.2993932791803484,75015,Paris,"['14 rue Pétel', '75015 Paris', 'France']",Hotel,75015,15,10,ChIJk5mjafFt5kcRG8UDtPEtNbk,Hotel Val Girard,4.3,189,"14 Rue Pétel, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8408112,2.2992218,0.012591749316957812
Vice Versa Hotel,4fead430582f627100c18b8f,48.83635517979559,2.289650748192184,75015,Paris,"['213 rue de la Croix-Nivert', '75015 Paris', 'France']",Hotel,75015,15,20,ChIJ_exf2Gxw5kcRIjHF2HQ4Szw,Vice Versa,4.2,327,"213 Rue de la Croix Nivert, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8363819,2.2897793,0.009893898362172589
Pavillon Porte de Versailles,50930dade4b0a40e1b004c49,48.83371807921364,2.2868863294653368,,Paris,"['37 Rue Du Hameau', 'Paris', 'France']",Hotel,75015,15,5,ChIJTXrFjW1w5kcRujufEF99gRo,Pavillon Porte de Versailles,3.2,221,"37 Rue du Hameau, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8337075,2.2870086,0.00905326754201561
Mercure Paris-Convention Parc des Expositions,4c49de621b430f47f0f220c4,48.83849838479145,2.290430018715686,75015,Paris,"['6 rue Saint-Lambert', '75015 Paris', 'France']",Hotel,75015,15,12,ChIJE5FoPRNw5kcRLuqrJetkv1c,Hotel Mercure Paris 15 Porte de Versailles,4,267,"6 Rue Saint-Lambert, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8383644,2.2905425,0.017034923834861437
Best Western Montcalm,4c0ea2582466a5931f627921,48.840916933740644,2.2870980466270794,75015,Paris,"['50 avenue Felix Faure', '75015 Paris', 'France']",Hotel,75015,15,5,ChIJ3ytxdRJw5kcRF3yS1gd-iIo,Best Western Hotel Montcalm Paris 15 (Hôtel Paris 75015),4,229,"50 Avenue Félix Faure, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.84092769999999,2.287007,0.006789632964698886
Hotel Auguste,57cd1c40498e289daf0c4ad1,48.837674,2.29615,75015,Paris,"['25 Rue Alain Chartier', '75015 Paris', 'France']",Hotel,75015,15,0,ChIJVcOxOxVw5kcRBReHGIHdJGw,Hotel Auguste,3.7,76,"25 Rue Alain Chartier, 75015 Paris, France","['city_hall', 'local_government_office', 'lodging', 'point_of_interest', 'establishment']",48.8378962,2.2961893,0.024877950056746978
Hôtel Eiffel Blomet,598ae804ad1ea45754d6fbc5,48.841640525352666,2.302397995689814,75015,Paris,"['78 rue Blomet', '75015 Paris', 'France']",Hotel,75015,15,9,ChIJ11nWmD5w5kcRYTr8EwEILkw,Hotel Eiffel Blomet,4.6,364,"78 Rue Blomet, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8416777,2.3023358,0.006158994092390567
Hôtel Abaca Messidor,4bd72e9c304fce72a62f33ab,48.836877839698246,2.295576790329505,75015,Paris,"['330 rue de Vaugirard', '75015 Paris', 'France']",Hotel,75015,15,5,ChIJPfZ91Gpw5kcReWuYXK6e4LM,Quality Hôtel Abaca Messidor,3.8,316,"330 Rue de Vaugirard, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8368577,2.2955071,0.0055847610894677185
Ibis Convention,4bf046bdd4e4d13a4f1a16a7,48.83588519044496,2.294920619843942,75015,Paris,"['5 rue Eugène Gibez', '75015 Paris', 'France']",Hotel,75015,15,10,ChIJHcU-IGtw5kcR1TwJTAaNJyU,Hotel ibis Paris Convention 15ème,3.9,243,"5 Rue Eugène Gibez, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8359022,2.294959099999999,0.00339972306907789
Hôtel de la Paix,4adcda01f964a520323121e3,48.83869011397575,2.288680750958064,75015,Paris,"['43 rue Duranton', '75015 Paris', 'France']",Hotel,75015,15,13,ChIJAQHjkRJw5kcRmdcv4F2hPaQ,Hotel De La Paix Paris,4,206,"43 Rue Duranton, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8387115,2.2887848,0.007999709063457976
Ibis Styles Paris XV Lecourbe,4c72e19157b6a143acb5c6cc,48.83873562241902,2.289460568186736,75015,Paris,"['192 rue de la Croix-Nivert', '75015 Paris', 'France']",Hotel,75015,15,14,ChIJiSts4RJw5kcR-XgwUij76AA,Hôtel ibis Styles Paris 15 Lecourbe,4,254,"192 Rue de la Croix Nivert, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8388164,2.2893954,0.010177400621377092
Hôtel Delos Vaugirard,4adcda02f964a520823121e3,48.84134355379041,2.302697500631276,75015,Paris,"['7 rue du Général Beuret', '75015 Paris', 'France']",Hotel,75015,15,2,ChIJ3es3oz5w5kcR9EQzxS_q1f0,Hôtel Delos Vaugirard Paris,3.6,212,"7 Rue du Général Beuret, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8413169,2.3028805,0.013756012969460956
Les Toits de Paris,56c2e9d1cd100eb96e3980c5,48.841995000000004,2.29453,,Paris,"[""25 Rue de l'Abbé Groult (Rue de la Croix Nivert)"", 'Paris', 'France']",Bed & Breakfast,75015,15,0,ChIJ63YaJxRw5kcRJ0QwZ59JKNc,Les Toits de Paris,4.4,19,"25 Rue de l'Abbé Groult, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.841993,2.2946067,0.005634399396408218
Hôtel Convention Montparnasse,4c42347c520fa593dae1caac,48.83718936432884,2.2969219585733227,75015,Paris,"['41 rue Alain Chartier', '75015 Paris', 'France']",Hotel,75015,15,2,ChIJNWFcTBVw5kcR9nbK0ysmBKc,Hôtel Convention Montparnasse,4.1,267,"41 Rue Alain Chartier, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.83721740000001,2.2972107,0.02142456490132975
Chouette Hôtel,4bc8d1e7762beee1de8e3d38,48.835744651830595,2.3022629100468044,75015,Paris,"['237 rue de la Convention', '75015 Paris', 'France']",Hotel,75015,15,5,ChIJt-4QlUBw5kcRDmyyS7MkqJc,Chouette Hôtel,4.3,367,"237 Rue de la Convention, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8357926,2.3019465,0.02383246713594129
Hotel Lutece,4dd58532d22d38ef42ba029d,48.8358423855525,2.2924210421471463,75015,Paris,"['5 rue de langeac', '75015 Paris', 'France']",Hotel,75015,15,0,ChIJOfF2N-Nx5kcR0iYVYvrOV-I,Hotel de Lutèce,4.7,56,"65 Rue Saint-Louis en l'Île, 75004 Paris, France","['city_hall', 'local_government_office', 'lodging', 'point_of_interest', 'establishment']",48.8524553,2.3546496,4.927046352371604
Hotel Montcalm,584e5bdd23188e1e7a246702,48.840988,2.287012,75015,Paris,"['50 avenue Félix Faure', '75015 Paris', 'France']",Hotel,75015,15,0,ChIJ3ytxdRJw5kcRF3yS1gd-iIo,Best Western Hotel Montcalm Paris 15 (Hôtel Paris 75015),4,229,"50 Avenue Félix Faure, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.84092769999999,2.287007,0.0067157978270036165
Azureva,4d52d5a99ffc236a8f7631a7,48.841611,2.30234092,75000,Paris,"['78 rue Blomet', '75000 Paris', 'France']",Hotel,75015,15,2,ChIJ11nWmD5w5kcRYTr8EwEILkw,Hotel Eiffel Blomet,4.6,364,"78 Rue Blomet, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8416777,2.3023358,0.007426999795144923
Quality Inn Hotel Albecca,4e5ea29a1f6e3022a7280c00,48.83683324976378,2.295480770720621,,Paris,"['Paris', 'France']",Hotel,75015,15,0,,,,,,,,,['']
Hotel Carladez Cambronne Paris,4bc8e70a762beee1e6ab3d38,48.84206034488629,2.303152411747827,,Paris,"['3 Place Du General Beuret', 'Paris', 'France']",Hotel,75015,15,2,ChIJFcM8HTxw5kcRa9jC6XlqtYY,Hôtel Carladez Cambronne,3.9,149,"3 Place du Général Beuret, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.84211310000001,2.3032713,0.010515432243699992
Hôtel Avenir Vaugirard,4c141383a9c220a187fb569d,48.836453999999996,2.2946669333333336,,Paris,"['373 rue de Vaugirard', 'Paris', 'France']",Hotel,75015,15,0,ChIJB-jbJWtw5kcRutefYo9ZA_g,Hôtel Avenir Vaugirard,2.6,148,"373 Rue de Vaugirard, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8363147,2.2946742,0.015500257122875429
Studio Hôtel,4c8be357509e3704f83c2e55,48.837897999999996,2.296056,75015,Paris,"['25 rue Alain Chartier (Rue de la Convention)', '75015 Paris', 'France']",Hotel,75015,15,5,ChIJVcOxOxVw5kcRBReHGIHdJGw,Hotel Auguste,3.7,76,"25 Rue Alain Chartier, 75015 Paris, France","['city_hall', 'local_government_office', 'lodging', 'point_of_interest', 'establishment']",48.8378962,2.2961893,0.009787461244219841
Auriane Porte de Versailles Hotel Paris,4bcc5c24aeaaeee169ed3d6d,48.834138,2.295318,,Paris,"['60 Rue Olivier De Serres', 'Paris', 'France']",Hotel,75015,15,2,ChIJUapoUWpw5kcR1o4KBZunVoA,Auriane Porte de Versailles,2,197,"60 Rue Olivier de Serres, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8341415,2.2951238,0.014262397773511104
Chouette Hotel,571d0ab9498e13bf1e4f8640,48.836807,2.2979138,,Paris,"['237 Rue De La Convention', 'Paris', 'France']",Hotel,75015,15,1,ChIJt-4QlUBw5kcRDmyyS7MkqJc,Chouette Hôtel,4.3,367,"237 Rue de la Convention, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8357926,2.3019465,0.31681019177807507
Roman Seasons,50220f40e4b0c71833af60b3,48.840047999999996,2.294404,,Paris,"['214 Rue Lecourbe', 'Paris', 'France']",Hotel,75015,15,0,,,,,,,,,['']
Hotel Chouette,562e8b5f498e260cde681aeb,48.83570564976185,2.3021731125094025,,,['France'],Hotel,75015,15,17,ChIJt-4QlUBw5kcRDmyyS7MkqJc,Chouette Hôtel,4.3,367,"237 Rue de la Convention, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8357926,2.3019465,0.019242084185767158
